학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,중문학교명,영문학교명,주소,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장(대학원장)명,학교대표번호,학교대표팩스번호
대학원,982,가톨릭대학교 보건대학원,제2캠퍼스,특수대학원,서울,사립,고등교육법,가톨릭학원,폐교,加图立大学校 保健大学院,"Graduate School Of Public Health, The Catholic University Of Korea","서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea",6591,1991-03-01,www.catholic.ac.kr,원종철,02)2258-7114,02)2258-7742
대학원,985,가톨릭대학교 사회복지대학원,본교,특수대학원,경기,사립,고등교육법,가톨릭학원,기존,加图立大学校 社会福祉大学院,Graduate school of socialwelfare The Catholic University Of Korea,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea",6591,1995-10-01,www.catholic.ac.kr,원종철,02)2258-7731,02)2258-7800
대학원,989,가톨릭대학교 행정대학원,본교,특수대학원,경기,사립,고등교육법,가톨릭학원,기존,加图立大学校 行政大学院,Graduate school of public administration The Catholic University Of Korea,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea",6591,2000-07-18,www.catholic.ac.kr,원종철,02)2164-4857,02)2164-4859
대학원,990,가톨릭대학교 의료경영대학원,제2캠퍼스,특수대학원,서울,사립,고등교육법,가톨릭학원,폐교,加图立大学校 医疗经营大学院,"Graduate School Of Healthcare Management And Policy, The Catholic University Of Korea","서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea",6591,1997-10-25,www.catholic.ac.kr,원종철,02)2258-7114,02)2258-7742
대학원,992,가톨릭대학교 임상치과학대학원,제2캠퍼스,특수대학원,서울,사립,고등교육법,가톨릭학원,기존,加图立大学校 臨床齿科学大学院,"Graduate School Of Clinical Dental Science, The Catholic University Of Korea","서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea",6591,2000-07-18,www.catholic.ac.kr,원종철,02)2258-7114,02)2258-7742
대학원,994,가톨릭대학교 임상간호대학원,제2캠퍼스,특수대학원,서울,사립,고등교육법,가톨릭학원,기존,加图立大学校 臨床看护大学院,"Graduate School Of Clinical Nursing Science, The Catholic University Of Korea","서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea",6591,2002-03-01,www.catholic.ac.kr,원종철,02)2258-7114,02)2258-7742
대학원,996,가톨릭대학교 문화영성대학원,본교,특수대학원,경기,사립,고등교육법,가톨릭학원,기존,加图立大学校 文化靈性大学院,The graduate school of culture&Spirituality The Catholic University Of Korea,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea",6591,2003-03-01,www.catholic.ac.kr,원종철,02)2258-7800,02)2258-7731
대학원,997,가톨릭대학교 상담심리대학원,본교,특수대학원,경기,사립,고등교육법,가톨릭학원,기존,加图立大学校 相谈心理大学院,Graduate School Of Counseling The Catholic University Of Korea,"서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea",6591,1996-11-02,www.catholic.ac.kr,원종철,02)2258-7731,02)2258-7800
대학원,998,가톨릭대학교 의학전문대학원,제2캠퍼스,전문대학원,서울,사립,고등교육법,가톨릭학원,폐교,加图立大學校 醫學專門大學院,"The Catholic University Of Korea, School Of Medicine","서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea",6591,2009-03-01,medicine.catholic.ac.kr,원종철,02)2258-7077,02)2258-7742
대학원,999,가톨릭대학교 생명대학원,제2캠퍼스,특수대학원,서울,사립,고등교육법,가톨릭학원,기존,加图立大学校 生命大学院,"Nicholas Cardinal Cheong Graduate School For Life, The Catholic University Of Korea","서울특별시 서초구 반포대로 222 (반포동, 가톨릭대학교성의교정) ","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea","222, Banpo-daero, Seocho-gu, Seoul, Republic of Korea",6591,2008-03-01,www.catholic.ac.kr,원종철,02)2258-7076,02)2258-7742
대학원,1002,감리교신학대학교 대학원,본교,일반대학원,서울,사립,고등교육법,감리교신학원,기존,监理教神学大学 研究生院,The Graduate School Of M.T.U.,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학) ","56, Dongnimmun-ro, Seodaemun-gu, Seoul, Republic of Korea","56, Dongnimmun-ro, Seodaemun-gu, Seoul, Republic of Korea",3745,1971-01-23,www.mtu.ac.kr,오성주,02-361-9241,02-361-9298
대학원,1003,감리교신학대학교 목회신학대학원,본교,특수대학원,서울,사립,고등교육법,감리교신학원,기존,监理教神学大学 牧师神学研究生院,Graduate School Of Pastoral Theology Of M.T.U.,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학) ","56, Dongnimmun-ro, Seodaemun-gu, Seoul, Republic of Korea","56, Dongnimmun-ro, Seodaemun-gu, Seoul, Republic of Korea",3745,1997-10-25,www.mtu.ac.kr,오성주,02-361-9240,02-361-9299
대학원,1004,감리교신학대학교 신학대학원,본교,특수대학원,서울,사립,고등교육법,감리교신학원,기존,监理教神学大学 神学研究生院,Graduate School Of Theology Of M.T.U.,"서울특별시 서대문구 독립문로 56 (냉천동, 감리교신학대학) ","56, Dongnimmun-ro, Seodaemun-gu, Seoul, Republic of Korea","56, Dongnimmun-ro, Seodaemun-gu, Seoul, Republic of Korea",3745,1980-11-24,www.mtu.ac.kr,오성주,02-361-9241,02-361-9299
대학원,1005,강남대학교 대학원,본교,일반대학원,경기,사립,고등교육법,강남학원,기존,江南大学校大学院,Kangnam Graduate School,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) ","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16979,1994-12-22,grd.kangnam.ac.kr,곽철완,031-280-3500,031-280-3479
대학원,1006,강남대학교 교육대학원,본교,특수대학원,경기,사립,고등교육법,강남학원,기존,江南大学校 教育大学院,Kangnam Graduate School Of Education,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) ","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16979,1999-11-19,grd.kangnam.ac.kr,안귀여루,031-280-3500,031-280-3479
대학원,1010,강남대학교 사회복지전문대학원,본교,전문대학원,경기,사립,고등교육법,강남학원,폐교,江南大學校 社會福祉專門大學院,Kangnam Graduate School Of Social Welfare,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) ","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16979,2001-07-26,grd.kangnam.ac.kr,최종혁,031-280-3500,031-281-3604
대학원,1011,강남대학교 실천신학대학원,본교,특수대학원,경기,사립,고등교육법,강남학원,폐교,江南大學校 實踐神學大學院,Kangnam Graduate School Of Practical Theology,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) ","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16979,1993-11-09,grd.kangnam.ac.kr,백용기,031-280-3500,031-281-3604
대학원,1013,건국대학교(글로컬) 일반대학원,분교,일반대학원,충북,사립,고등교육법,건국대학교,기존,建国大学 研究生院,Konkuk Graduate School,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) ","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea",27478,1959-02-26,grad.kku.ac.kr,이중복,043-840-3232,043-851-9324
대학원,1014,건국대학교 일반대학원,본교,일반대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 一般研究生院,Konkuk Graduate School,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1959-02-26,grad.konkuk.ac.kr,이중복,02-450-3264,02-452-6490
대학원,1016,건국대학교 경영대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,폐교,建国大学 经营研究生院,Konkuk Graduate School Of Business Administration,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1983-10-29,business.konkuk.ac.kr,이미영,02-450-3302,02-452-3109
대학원,1017,건국대학교(글로컬) 교육대학원,분교,특수대학원,충북,사립,고등교육법,건국대학교,기존,建国大学 教育研究生院,Konkuk Graduate School Of Education,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) ","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea",27478,1998-03-01,http://gsedu.kku.ac.kr/main.do,박종효,043-840-3232,043-851-9324
대학원,1018,건국대학교 교육대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 教育研究生院,Konkuk Graduate School Of Education,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1979-03-10,sedu.konkuk.ac.kr,박종효,02-450-3282,02-447-6236
대학원,1020,건국대학교 농축대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 农畜研究生院,Konkuk Graduate School Of Agriculture And Animal Science,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1984-11-27,nongchuk.konkuk.ac.kr,안윤주,02-450-3312,02-447-7030
대학원,1021,건국대학교 디자인대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,폐교,建国大学 设计研究生院,Konkuk Graduate School Of Design,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1997-10-25,designgs.konkuk.ac.kr,황진숙,02-450-3307,02-450-3304
대학원,1022,건국대학교(글로컬) 사회과학대학원,분교,특수대학원,충북,사립,고등교육법,건국대학교,폐교,建国大学 社会科学研究生院,Konkuk Graduate School Of Social Science,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) ","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea",27478,1987-11-09,sh.kku.ac.kr,엄광문,043-840-3232,043-851-9356
대학원,1023,건국대학교 산업대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 产业研究生院,Konkuk Graduate School Of Engineering,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1979-12-05,gse.konkuk.ac.kr,김두현,02-450-3292,02-457-0269
대학원,1024,건국대학교 언론홍보대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 新闻传播研究生院,Graduate School Of Mass Communication & Public Relations,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1995-10-18,mass.konkuk.ac.kr,이주은,02-450-3276,02-456-7238
대학원,1025,건국대학교 정보통신대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 情报通信研究生院,Konkuk Graduate School Of Information & Telecommunications,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1997-10-25,gsit.konkuk.ac.kr,김기천,02-450-3562,02-3437-0051
대학원,1026,건국대학교 행정대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 行政研究生院,Konkuk Graduate School Of Public Administration,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1967-01-05,pagrad.konkuk.ac.kr,곽진영,02-450-3271,02-447-8001
대학원,1027,건국대학교 건축전문대학원,본교,전문대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 建筑专门研究生院,Konkuk Graduate School Of Architecture,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,1996-01-19,gsa.konkuk.ac.kr/main.do,주범,02-450-3287,02-450-4061
대학원,1028,건국대학교 부동산대학원,본교,특수대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 房地产研究生院,Konkuk Graduate School Of Realestate Studies,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,2000-07-28,gsres.konkuk.ac.kr,신종칠,02-450-3317,02-3437-0050
대학원,1029,건국대학교 경영전문대학원,본교,전문대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 经营专门研究生院,Graduate School Of Business,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,2010-03-01,mba.konkuk.ac.kr,이미영,02-450-0505,02-452-3109
대학원,1030,건국대학교 법학전문대학원,본교,전문대학원,서울,사립,고등교육법,건국대학교,기존,建国大学 法学专门大学院,Konkuk Law School,"서울특별시 광진구 능동로 120 (화양동, 건국대학교) ","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","120, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5029,2009-02-11,lawschool.konkuk.ac.kr,최윤철,02-450-3620,02-450-3591
대학원,1031,건국대학교(글로컬) 의학전문대학원,분교,전문대학원,충북,사립,고등교육법,건국대학교,기존,建国大学 医学专门研究生院,School Of Medicine,"충청북도 충주시 충원대로 268 (단월동, 건국대학교 글로컬캠퍼스) ","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea","268, Chungwon-daero, Chungju-si, Chungcheongbuk-do, Republic of Korea",27478,2002-02-23,medicine.kku.ac.kr,손인숙,02-2049-6186,02-2049-6195
대학원,1039,건양대학교 보건복지대학원,제2캠퍼스,특수대학원,대전,사립,고등교육법,학교법인 건양교육재단,기존,建阳大学校 保健福祉大学院,Konyang University Graduate School Of Public Health & Welfare,"대전광역시 서구 관저동로 158 (관저동, 건양대학교병원) ","158, Gwanjeodong-ro, Seo-gu, Daejeon, Republic of Korea","158, Gwanjeodong-ro, Seo-gu, Daejeon, Republic of Korea",35365,1990-11-28,kygrad.konyang.ac.kr/,이무식,042-600-1651,042-600-1641
대학원,1040,건양대학교 국방관리대학원,본교,특수대학원,충남,사립,고등교육법,학교법인 건양교육재단,폐교,建阳大学 国防管理研究生院,"Graduate School Of Defense Management, Konyang University ","충청남도 논산시 대학로 121 (내동, 건양대학교) ","121, Daehak-ro, Nonsan-si, Chungcheongnam-do, Republic of Korea","121, Daehak-ro, Nonsan-si, Chungcheongnam-do, Republic of Korea",32992,1990-11-28,kygrad.konyang.ac.kr,이철성,041-730-5251,041-730-5255
대학원,1041,건양대학교 경영사회복지대학원,본교,특수대학원,충남,사립,고등교육법,학교법인 건양교육재단,폐교,建阳大学 经营社会福祉研究生院,"Graduate School Of Business & Social Welfare, Konyang University ","충청남도 논산시 대학로 121 (내동, 건양대학교) ","121, Daehak-ro, Nonsan-si, Chungcheongnam-do, Republic of Korea","121, Daehak-ro, Nonsan-si, Chungcheongnam-do, Republic of Korea",32992,1990-11-28,kygrad.konyang.ac.kr/,황복주,041-730-5251,041-730-5255
대학원,1043,경기대학교 일반대학원,본교,일반대학원,경기,사립,고등교육법,경기학원,기존,京畿大学校 一般大学院,Graduate School Of Kyonggi University,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,1979-11-27,www.kyonggi.ac.kr/kgraduate,김인규,02-313-4131,02-390-5244
대학원,1045,경기대학교 건축대학원,본교,특수대학원,서울,사립,고등교육법,경기학원,폐교,京畿大学校 建筑大學院,Graduate School Of Architecture,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,2006-09-27,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gsak,김기언,02-390-5219,02-313-3524
대학원,1051,경기대학교 교육대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,기존,京畿大学校 教育大学院,Graduate School Of Education Kyonggi University,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,1987-11-09,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=educate,김인규,031-249-9032,031-249-9036
대학원,1055,경기대학교 문화예술대학원,본교,특수대학원,서울,사립,고등교육법,경기학원,폐교,京畿大学校 文化艺术大學院,Graduate School Of Culture & Arts,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,2008-03-01,www.kyonggi.ac.kr/kgic,김기언,02-390-5278,02-390-5078
대학원,1056,경기대학교 사회복지대학원,본교,특수대학원,서울,사립,고등교육법,경기학원,폐교,京畿大學校 社会福利大學院,Graduate School Of Social Welfare,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,2002-10-30,www.kyonggi.ac.kr/kgsw,김기언,02-390-5278,02-390-5078
대학원,1057,경기대학교 산업정보대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,폐교,京畿大学校 产业情报大學院,Graduate School Of Industrial Information & Technology,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,1991-11-15,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gindustrial,김기언,031-249-9042,031-244-9300
대학원,1062,경기대학교 조형대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,폐교,京畿大学校 造型大學院,Graduate School Of Art & Design,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,1995-03-01,www.kyonggi.ac.kr/deart,김기언,031-249-9996,031-249-9910
대학원,1066,경기대학교 행정대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,폐교,京畿大学校 行政大學院,Graduate School Of Administration,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,1984-11-27,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=pubadmin,김기언,031-249-9022,031-247-8967
대학원,1068,경기대학교 건축전문대학원,본교,전문대학원,서울,사립,고등교육법,경기학원,폐교,京畿大学校 建筑专门大學院,Graduate School Of Architecture,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,1998-05-29,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=gsak,김기언,02-390-5219,02-313-3524
대학원,1070,경기대학교 관광전문대학원,본교,전문대학원,서울,사립,고등교육법,경기학원,기존,京畿大学校 观光专门大学院,Graduate School Of Tourism ＆ Hospitality Kyonggi University,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,1997-03-01,www.kyonggi.ac.kr/stourism,김인규,02-390-5246,02-313-3524
대학원,1071,경기대학교 서비스경영전문대학원,본교,전문대학원,서울,사립,고등교육법,경기학원,기존,京畿大学校 服务管理专门大学院,Service Business School Kyonggi University,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,1987-11-19,www.kyonggi.ac.kr/kmba,김인규,02-390-5253,02-313-3524
대학원,1073,경기대학교 스포츠과학대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,폐교,京畿大学校 体育科学大學院,Graduate School Of Sport Science,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,2001-03-01,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=sports,김기언,031-249-9095,031-249-9954
대학원,1074,경기대학교 대체의학대학원,본교,특수대학원,서울,사립,고등교육법,경기학원,기존,京畿大学校 代替医学大学院,Graduate School Of Alternative Medicine Kyonggi University,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,2001-07-26,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=kgam,김인규,02-390-5278,02-313-4131
대학원,1076,경기대학교 정치전문대학원,본교,전문대학원,서울,사립,고등교육법,경기학원,기존,京畿大学校 政治专门大学院,Graduate School Of Politics & Policy Kyonggi University,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,2002-03-01,www.kyonggi.ac.kr/politics,김인규,02-390-5209,02-313-3524
대학원,1077,경기대학교 국제ㆍ문화대학원,본교,특수대학원,서울,사립,고등교육법,경기학원,폐교,京畿大学校 国际ㆍ文化大學院,Graduate School Of International & Culture Studies,"서울특별시 서대문구 경기대로9길 24 (충정로2가, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",3746,1996-03-01,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=kgic,김기언,02-390-5278,02-390-5078
대학원,1078,경기대학교 미술・디자인대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,폐교,京畿大学校 美术・设计大學院,Graduate School Of Art & Design,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,2005-10-11,www.kyonggi.ac.kr/deart,김기언,031-249-9996,031-249-9910
대학원,1079,경기대학교 건설・산업대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,폐교,京畿大学校 建设・产业大學院,Graduate School Of Construction Engineering And Industry,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,2008-03-01,www.kyonggi.ac.kr/gindustrial,김기언,031-249-9042,031-249-9071
대학원,1080,경남대학교 대학원,본교,일반대학원,경남,사립,고등교육법,한마학원,기존,庆南大学校 大学院,"Graduate School, Kyungnam University","경상남도 창원시 마산합포구 경남대학로 7 (월영동, 경남대학교) ","7, Gyeongnamdaehak-ro, Masanhappo-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea","7, Gyeongnamdaehak-ro, Masanhappo-gu, Changwon-si, Gyeongsangnam-do, Republic of Korea",51767,1976-01-22,www.kyungnam.ac.kr/grad/,이상구,055-249-2808,055-715-1099
